Date,Crop,Price,Demand,Supply,Yield,Market_Performance,Weather_Forecast,District
1998-03-16,Cotton,2.4171765217772134,509,93,1.052437800874327,0.5085979428350106,Snowy,Khagaria
1998-03-17,Sunflower,2.4488393007203286,293,313,1.4156453176320034,-0.2481491837418057,Sunny,Bhiwani
1998-03-18,Sugarcane,2.7138208576148957,979,298,2.9036464663920345,0.2396654594946744,Stormy,Churu
1998-03-19,Sugarcane,3.742786018528113,867,501,1.450804822251048,0.19027688873114854,Sunny,Goalpara
1998-03-20,Wheat,1.088098898404143,759,514,1.4596502182980684,0.1485176816373187,Snowy,Dewas
1998-03-21,Sugarcane,3.4049103387194872,254,301,1.7020094172465159,-0.41357870022165927,Rainy,Kannur
1998-03-22,Potato,2.1715487816747974,216,753,2.15578243677981,0.906581670638146,Snowy,Pithoragarh
1998-03-23,Sugarcane,3.234772801848999,534,725,1.023598292942099,-0.8488663086144741,Sunny,Nuapada
1998-03-24,Cotton,3.8455789877330693,261,65,3.2381872127057987,0.26530184548913505,Cloudy,Chandel
1998-03-25,Wheat,1.9188609805790056,772,296,3.3214712326981726,0.3901741564489703,Sunny,Champhai
1998-03-26,Cotton,1.2686639102313968,755,769,3.5759974805485637,-0.19553214297358965,Cloudy,Gomati
1998-03-27,Cotton,1.696895308944777,526,239,2.964774633707316,0.7932490277272505,Rainy,Kangpokpi
1998-03-28,Soybean,1.6662784933376877,327,264,1.8543148906456275,-0.46513853468308236,Stormy,Churachandpur
1998-03-29,Wheat,8.298867801483699,699,114,3.9570803645089683,2.2968161377522223,Sunny,Tinsukia
1998-03-30,Cotton,6.955190686057959,807,662,2.193196720237558,0.23659868121702657,Cloudy,Panna
1998-03-31,Soybean,1.1528007395672013,808,162,3.17764635997084,1.238312136542735,Rainy,Wardha
1998-04-01,Soybean,3.080825783451508,342,200,1.9673380032929007,0.888051969045671,Snowy,Kota
1998-04-02,Wheat,2.6701590546280713,596,735,2.352492546043524,1.4235425885842228,Stormy,Panipat
1998-04-03,Barley,2.2533026345296103,558,427,3.3286730460878666,0.0880812820322877,Rainy,Zunheboto
1998-04-04,Sunflower,4.692341374059543,1135,568,3.88189337719854,1.1271353962222617,Sunny,Yamunanagar
1998-04-05,Potato,3.205743717905917,1073,419,2.969776965636081,1.455997469307747,Snowy,North Sikkim
1998-04-06,Sunflower,9.394533759763558,290,553,1.438044386116093,0.28799773888363966,Sunny,Ariyalur
1998-04-07,Sugarcane,8.338848583524502,826,337,2.4512576539146087,-0.698565433118941,Stormy,West Singhbhum
1998-04-08,Potato,3.473250498742916,218,89,2.3184932061577825,1.8297593515162798,Snowy,Moradabad
1998-04-09,Sugarcane,2.087287511734937,578,243,4.047289853680281,0.01901092559715826,Rainy,Medak
1998-04-10,Cotton,3.289053962867917,568,561,3.474111068927399,0.07858132074138399,Snowy,Bageshwar
1998-04-11,Corn,3.5362625174395275,657,515,2.4622586872864636,0.2703391379190816,Snowy,North Sikkim
1998-04-12,Wheat,3.4627875754604016,218,172,4.170732767774679,-0.7832269365620879,Sunny,West Siang
1998-04-13,Potato,5.814062571034054,902,76,3.5019676108044218,0.3401348111471331,Cloudy,Dibang Valley
1998-04-14,Potato,3.1520335551893757,563,542,2.703041855739441,0.3482269973672924,Stormy,Bhandara
1998-04-15,Cotton,5.631923937900289,1189,671,2.8948516177000063,-0.01008940635418549,Snowy,Hamirpur
1998-04-16,Barley,3.201127928492896,477,52,2.644763565533341,-0.06658679675715384,Snowy,Udalguri
1998-04-17,Soybean,2.3550404868597363,1147,390,3.587078572677299,-0.22219270587742637,Snowy,Faridabad
1998-04-18,Cotton,1.4773628286158667,939,626,1.5684987848100564,-0.38011852682502306,Sunny,North Goa
1998-04-19,Oats,1.9291917996565817,784,121,3.585658351182122,0.7265844522169195,Snowy,Dindigul
1998-04-20,Soybean,1.6217396867261744,908,498,4.180912662528113,0.29034658809621783,Snowy,Balasore
1998-04-21,Wheat,9.14967833713573,466,523,3.0310633201287027,0.9312114810549493,Rainy,South Sikkim
1998-04-22,Soybean,2.4679932405472846,533,797,3.8872640518205075,-0.5214780566568026,Stormy,Korba
1998-04-23,Barley,3.877140015202738,863,334,2.2735098103363667,1.1277989909229664,Snowy,East Singhbhum
1998-04-24,Soybean,5.255116780485055,1070,121,2.3066255726562606,0.8914391925535122,Snowy,Palwal
1998-04-25,Wheat,7.759277930486182,296,471,2.4975620471854594,-0.24291464269442192,Snowy,Agar Malwa
1998-04-26,Barley,3.9404208650900214,1155,228,3.7948174714628653,-0.6662743716619006,Sunny,Gomati
1998-04-27,Sunflower,3.994047447473377,263,92,2.4629366342204415,0.5947180169052279,Cloudy,Amritsar
1998-04-28,Potato,3.65577024339593,778,745,1.768395852469538,-1.5860055150073575,Sunny,Khowai
1998-04-29,Potato,1.2385107496184142,806,313,4.737888686942092,-0.41503479603651255,Cloudy,Tuensang
1998-04-30,Sugarcane,8.67826915108231,745,458,3.7502724254498094,0.275487716720723,Snowy,Kasaragod
1998-05-01,Sunflower,2.602359943076026,568,283,2.5021437503711907,-0.14981939275828657,Rainy,Udaipur
1998-05-02,Sunflower,1.3722477568469422,544,411,1.4384235902118938,-1.071202571626677,Sunny,Jaunpur
1998-05-03,Soybean,3.4258918817293753,641,173,4.508340094825333,0.09039112302658281,Cloudy,Phek
1998-05-04,Potato,1.4460502448463428,650,360,4.387895350174564,-0.9988033323307827,Snowy,South Sikkim
1998-05-05,Wheat,5.844697569768112,1065,222,2.9493220831507196,0.2607523121128314,Cloudy,Jhalawar
1998-05-06,Rice,1.206736539783644,356,263,1.7240560569114562,-0.3914298588022534,Snowy,West Kameng
1998-05-07,Rice,2.5737792638759287,227,372,3.13533923834054,-0.13845343551255576,Sunny,Morena
1998-05-08,Barley,5.835148647969055,671,362,2.549725484122642,-0.8220674102106578,Sunny,Thrissur
1998-05-09,Potato,3.2055305504820386,780,98,1.354844202729012,0.7737768964916494,Cloudy,Dhalai
1998-05-10,Potato,8.053766606192202,657,514,2.5671387379391977,-0.14605929559824177,Snowy,Fazilka
1998-05-11,Rice,2.771594498809543,1003,789,3.4040239542211226,-0.7380050025191177,Sunny,Malkangiri
1998-05-12,Potato,3.2024420189814156,621,480,3.7832112454830664,-0.12073528280585448,Stormy,Mamit
1998-05-13,Soybean,4.946805262153995,574,241,3.90860571430213,1.734819584477103,Sunny,East Kameng
1998-05-14,Oats,1.9049255393501112,1104,151,2.7553126064351314,0.33480525897210134,Snowy,Tirap
1998-05-15,Corn,1.2031117905343751,224,73,3.8260578629593973,1.0758689689384617,Stormy,Deoria
1998-05-16,Sunflower,1.1128584326546629,265,111,3.463277255421872,-1.6116679656778,Sunny,Seraikela Kharsawan
1998-05-17,Sugarcane,7.748774244003175,728,338,3.206843723668668,-0.19736565580360022,Snowy,Simdega
1998-05-18,Barley,2.1563167515437374,590,148,1.6955161410446857,-0.9999213551975766,Cloudy,Mokokchung
1998-05-19,Oats,5.704211743904666,1103,345,2.6692239148663544,-0.5193519832800609,Cloudy,East Sikkim
1998-05-20,Rice,4.744017967744855,1176,508,3.1120041143212887,-0.7665500241253004,Sunny,South Goa
1998-05-21,Sunflower,9.531122042715458,545,57,4.058307309985638,1.2893915172965105,Snowy,Thrissur
1998-05-22,Potato,5.037589087836672,340,321,2.4261590732873355,0.7169295948752011,Snowy,Faridkot
1998-05-23,Sugarcane,7.437319607079439,227,428,2.080520864712824,-0.7553889264754494,Snowy,Pherzawl
1998-05-24,Potato,2.8690227568735978,299,466,3.4422248778853586,-0.46466833542735614,Snowy,Uttara Kannada
1998-05-25,Wheat,1.4124986624722724,386,623,3.249719164741803,0.36285994981926395,Cloudy,Ahmedabad
1998-05-26,Wheat,6.115110766032731,592,304,2.4796234919024887,0.8906126397326605,Stormy,Janjgir-Champa
1998-05-27,Sugarcane,8.011530511349678,510,188,2.257962242585908,1.0409931208502756,Cloudy,Tiruppur
1998-05-28,Sugarcane,1.9434933081393664,1082,206,3.679564554593792,0.6351193780484556,Cloudy,Hnahthial
1998-05-29,Rice,3.593248936404809,268,354,3.1980355746684266,1.8141266843370503,Sunny,Farrukhabad
1998-05-30,Sugarcane,6.394790214400185,237,158,3.069947751479521,0.42677195238044124,Cloudy,Nagpur
1998-05-31,Soybean,3.187964222451681,265,137,3.135110928785531,-0.444899399295537,Cloudy,Jangaon
1998-06-01,Potato,9.798870730787113,674,501,1.3069083277903102,-0.8147923564317209,Rainy,Bilaspur
1998-06-02,Oats,7.815701382723069,988,54,4.6948071620156036,-1.0795331226225655,Sunny,Kohima
1998-06-03,Cotton,1.6760079492344389,666,265,1.873003264647945,-1.2097551908436355,Stormy,Indore
1998-06-04,Sugarcane,3.0639387329366725,263,486,1.2544985701919347,0.6746485820404883,Sunny,Gurdaspur
1998-06-05,Barley,2.047122987071555,970,736,3.1932011987605025,1.5908261772042187,Sunny,Surendranagar
1998-06-06,Wheat,2.215252397212489,1194,288,1.9130061188156846,0.10474114737336823,Rainy,Gariaband
1998-06-07,Soybean,3.127364823516583,866,184,1.930175113140867,1.8280628687696954,Rainy,Phek
1998-06-08,Sunflower,3.9153961056496165,1107,119,4.373396486945673,0.027522685933741325,Cloudy,Nandurbar
1998-06-09,Cotton,9.742041506916127,918,661,3.2901111368844873,0.6068962052867084,Snowy,Dindigul
1998-06-10,Oats,1.1880288047044103,746,128,2.4221939916179553,-1.5823004616633034,Snowy,Pithoragarh
1998-06-11,Cotton,1.5845377959023828,342,460,3.724453427608317,0.8122322150460611,Cloudy,Moga
1998-06-12,Sugarcane,3.204882054889835,413,647,3.5466617935383,-0.6371275739553149,Stormy,Kangra
1998-06-13,Rice,1.583881873147049,504,103,1.3212408037436365,0.830600738600006,Stormy,South Goa
1998-06-14,Wheat,6.232721176048172,613,250,4.3112577094142015,1.2831107541336126,Rainy,Jashpur
1998-06-15,Wheat,2.770949609496946,958,757,2.968734586513631,0.30480563974853686,Cloudy,Ratlam
1998-06-16,Sunflower,1.8832693008912433,797,328,2.8114325194889633,0.4332448862716585,Sunny,South Goa
1998-06-17,Rice,1.206178839629886,693,235,1.557770275318151,0.11850305810739252,Sunny,Lepa Rada
1998-06-18,Potato,2.197601552354814,324,194,3.380414590418177,0.6396047823267933,Sunny,Tengnoupal
1998-06-19,Corn,4.648151916148921,1147,166,3.2370035707149807,1.8731021918507758,Stormy,North 24 Parganas
1998-06-20,Soybean,1.5534196307995722,435,136,3.195117646545797,0.01149433024638269,Rainy,Latur
1998-06-21,Wheat,7.3329620943664064,543,767,4.7298036478607255,0.164835251073306,Snowy,Unakoti
1998-06-22,Barley,3.0193634142932604,720,152,1.3913421408631343,-1.7784737875591294,Sunny,Chamoli
1998-06-23,Wheat,1.226245156799584,1079,352,1.9120214108640647,0.4220634873664724,Cloudy,Banaskantha
1998-06-24,Cotton,7.439719945642502,1120,643,2.2173465594056148,-0.7811187039645274,Stormy,Mokokchung
1998-06-25,Wheat,1.738604930345382,701,689,3.364758766300913,-0.19783381877559508,Rainy,Dharwad
1998-06-26,Wheat,5.868655145993794,210,478,2.631428335698979,0.47738170319929846,Cloudy,Cooch Behar
1998-06-27,Corn,8.801405283598976,629,590,2.8703181213447104,-1.6160330673627163,Sunny,North Goa
1998-06-28,Corn,3.4210409069976513,500,111,3.770528639749963,0.46561540381621197,Cloudy,Serchhip
1998-06-29,Oats,2.109584074722203,445,359,4.442609696233635,0.2511403246237014,Stormy,Nirmal
1998-06-30,Potato,2.701809021632633,788,174,1.7114412400571128,0.7032019576955308,Rainy,East Garo Hills
1998-07-01,Barley,3.3810855515121405,293,419,1.4187425696017524,-0.6384976615553085,Rainy,Kolkata
1998-07-02,Wheat,1.1824307844414315,879,637,3.6562292698767056,1.1125692180600695,Cloudy,Kangra
1998-07-03,Wheat,2.8168730085170863,1113,642,4.7757749236275835,0.30489759660409943,Cloudy,Sangrur
1998-07-04,Soybean,3.509565951473337,969,51,2.4493682135929955,-0.7103851568153972,Sunny,Raipur
1998-07-05,Corn,5.486381714644953,339,91,3.37392679264743,-1.3694439053968095,Cloudy,Kozhikode
1998-07-06,Barley,2.36622434194386,796,231,3.00124580271598,-0.5414551857717992,Snowy,Chandel
1998-07-07,Sunflower,3.0961842056780498,1133,633,1.450717830646747,0.8707375227056703,Rainy,Ludhiana
1998-07-08,Oats,9.412015596819408,569,289,4.792364633517421,0.4455118054142025,Rainy,Sirmaur
1998-07-09,Potato,9.712463979672613,492,418,1.014724084202225,-2.1456790711783067,Snowy,Kaushambi
1998-07-10,Rice,1.887132310671547,440,127,4.382832643497473,-0.33300972558009717,Rainy,Dimapur
1998-07-11,Potato,1.0509827487613923,734,455,1.123163626724447,0.12536682769463864,Sunny,Lunglei
1998-07-12,Cotton,1.5879179836997803,520,262,3.017125854977696,1.9094581755801405,Snowy,Bageshwar
1998-07-13,Wheat,2.187650696766548,244,158,2.0629192322526753,1.2878028041777616,Stormy,Mandi
1998-07-14,Oats,9.235673049265511,785,623,2.4402892125934863,-0.1785630888323212,Cloudy,Durg
1998-07-15,Cotton,5.808390264503094,483,86,3.284359437133022,0.18115993485809367,Snowy,Hoshiarpur
1998-07-16,Barley,4.9555701660465665,783,628,4.936061043316943,-1.3626569671265243,Sunny,Bhojpur
1998-07-17,Rice,1.1184438843201545,752,793,2.5500205067669146,-2.6267217399513068,Snowy,East Sikkim
1998-07-18,Corn,1.8251207929375508,1074,738,2.5093574656722843,-0.396928276371476,Rainy,Belagavi
1998-07-19,Oats,8.568914117980587,286,308,4.7895627516997745,1.003132665701314,Rainy,Kannur
1998-07-20,Oats,6.985872046278049,206,499,4.3481310821342944,0.18102590584310793,Rainy,Chikballapur
1998-07-21,Wheat,5.649228568552919,1051,637,3.1217834333968093,-0.7490304564178908,Rainy,Chittorgarh
1998-07-22,Sugarcane,3.064560346505385,382,451,4.575315802703971,0.9124451841907859,Sunny,Lahaul and Spiti
1998-07-23,Oats,4.230598584594819,527,481,2.3291932165743727,1.793372381306884,Cloudy,Barpeta
1998-07-24,Soybean,2.125475993753092,849,124,2.0222778658782707,-1.4890114602705418,Rainy,Muzaffarpur
1998-07-25,Rice,6.390551012436782,597,248,3.9209781701598256,-0.05256686432038522,Sunny,Fatehpur
1998-07-26,Rice,2.4427530277259586,1110,753,3.958955836226416,-0.532783976716213,Sunny,Shivpuri
1998-07-27,Soybean,2.6693631357875196,936,227,3.5325469182158677,0.04436199482160392,Sunny,Kanpur Nagar
1998-07-28,Sunflower,3.5240399912423457,368,539,2.1524849264619457,-0.45612965720554666,Stormy,Etah
1998-07-29,Soybean,1.620664916372105,1025,792,3.2546067791579447,2.7918314893229823,Stormy,Moga
1998-07-30,Soybean,6.90723088675388,310,455,3.9255186079186846,-0.11941968463965744,Snowy,Mancherial
1998-07-31,Rice,5.347411715660509,546,336,2.6349567929878175,0.30021324834919483,Sunny,Jalaun
1998-08-01,Potato,7.2236670792906885,539,473,2.886032449202879,0.16766494524302797,Stormy,North Goa
1998-08-02,Rice,3.67881525286168,439,487,3.618217985561719,-1.2531304987309055,Stormy,Thrissur
1998-08-03,Sugarcane,6.459465929010831,439,369,1.6982994853629738,0.2035223275380685,Snowy,South Tripura
1998-08-04,Wheat,3.792269415886455,469,786,2.1797759704518778,-1.472022491412341,Rainy,Dhenkanal
1998-08-05,Cotton,3.0734055643772376,739,792,2.027249644471407,1.8032198124787646,Cloudy,Purba Bardhaman
1998-08-06,Potato,3.023432148952476,485,422,1.4612658210668505,0.9032613218620809,Cloudy,Sirmaur
1998-08-07,Corn,1.010393227292594,994,542,1.073529632273027,-0.5768009545081962,Sunny,Tumakuru
1998-08-08,Cotton,2.423834586025169,1005,584,3.789405445760696,-0.16690737410308543,Snowy,Jhabua
1998-08-09,Wheat,1.6008058185352692,817,487,3.4638317630336677,1.0262197940612119,Stormy,Kannur
1998-08-10,Sugarcane,1.972244377507022,1067,274,1.0621416757515454,0.2728067485373582,Sunny,South Goa
1998-08-11,Sugarcane,3.9364469019890245,569,439,3.0633009101738864,-1.6515466439211617,Rainy,Uttar Dinajpur
1998-08-12,Corn,1.25650587347853,1005,369,1.3891141834641885,0.16827460872837474,Cloudy,Kanker
1998-08-13,Potato,3.167459411361378,923,231,3.1719734954906027,1.0854319384725384,Sunny,Bokaro
1998-08-14,Sunflower,1.5188345256126197,622,114,2.5155385639627803,-2.3337767541015975,Stormy,Phek
1998-08-15,Soybean,6.313288008042417,269,152,3.93356678207243,0.13797531549712505,Rainy,Dibrugarh
1998-08-16,Potato,2.504256126543701,470,743,2.068459125306212,-0.835602191787815,Snowy,Kapurthala
1998-08-17,Sunflower,1.4836458962790793,1075,219,3.2468400792703305,1.2674725087503584,Cloudy,South Goa
1998-08-18,Sugarcane,3.8963987679447314,297,788,2.2561972987421686,-0.45293404328918396,Cloudy,Uttarkashi
1998-08-19,Rice,1.6110902113278884,301,161,3.806666322511785,-0.5556578834062522,Cloudy,Gomati
1998-08-20,Wheat,5.853522097569817,627,620,2.6873796131067187,0.827716272367684,Stormy,Nagaon
1998-08-21,Corn,6.727047340422889,366,142,4.19934050080103,-0.8975254119582107,Sunny,Kozhikode
1998-08-22,Wheat,1.989458916036734,304,124,4.012811064979472,0.08385668983825646,Stormy,Coimbatore
1998-08-23,Barley,1.0723350247869974,1094,361,2.1851759654220873,0.28112351050430356,Cloudy,Balasore
1998-08-24,Barley,5.1279032324562035,748,473,2.449126538215912,-0.19398170004498289,Sunny,Gir Somnath
1998-08-25,Potato,7.245157472950466,641,64,1.2560023749348082,-1.3038146425972377,Stormy,Baghpat
1998-08-26,Sugarcane,1.1597298611919578,465,335,1.4939808453578745,-0.8716175515008792,Cloudy,Chennai
1998-08-27,Sugarcane,9.845725336075601,824,72,4.787705525943839,-0.13063891238798936,Cloudy,Simdega
1998-08-28,Soybean,3.496319455433055,460,317,2.9464227584743523,-1.8940950528962415,Snowy,Papum Pare
1998-08-29,Soybean,9.457989829654696,633,141,3.5767221303120165,0.08546876637426902,Stormy,Shahdol
1998-08-30,Soybean,2.303830124757315,615,597,3.2350817808175436,-0.26328538216350245,Snowy,Deoghar
1998-08-31,Rice,5.135254031834659,1013,693,1.0167371914154888,0.5722565091683253,Sunny,West Sikkim
1998-09-01,Cotton,3.144645830467817,1010,172,3.7103726405789477,0.6495479914731123,Snowy,East Khasi Hills
1998-09-02,Oats,8.676274469819923,584,152,3.554884562642481,-1.1224804146931087,Cloudy,South Goa
1998-09-03,Cotton,3.491446975258583,1058,573,3.6913799744357134,-0.5193776505279657,Rainy,Kohima
1998-09-04,Wheat,1.6967519392071084,838,207,4.639348891036571,-0.927796205300793,Sunny,Kiphire
1998-09-05,Cotton,4.227366177303976,509,663,4.405752829568337,-0.5264119927877479,Stormy,Bageshwar
1998-09-06,Rice,7.709732927146031,331,799,1.2612030521809772,-0.25196422725767287,Snowy,Mamit
1998-09-07,Wheat,3.565293731869457,248,490,3.2380786308562786,1.1197109010823882,Stormy,Lohardaga
1998-09-08,Cotton,1.2340859928567038,1189,402,2.3523036221453504,-0.5959371370638812,Rainy,Dhalai
1998-09-09,Rice,2.7278613964088505,371,648,1.1155170920217445,0.8866036098416549,Sunny,Lahaul and Spiti
1998-09-10,Oats,4.588140643497591,529,205,4.350280566772117,0.26027023584445574,Cloudy,Malappuram
1998-09-11,Cotton,2.4442216398468917,205,256,3.255898174184576,1.3858937159335751,Snowy,Aizawl
1998-09-12,Rice,1.7655263308198241,787,75,2.031091901589938,-0.3533923683366616,Snowy,Jaunpur
1998-09-13,Soybean,1.9789284454700888,403,174,4.638746032504496,-0.8134526252754516,Sunny,Lunglei
1998-09-14,Sugarcane,1.2149562939507583,1186,63,1.0265329376112022,0.14401716513324256,Rainy,Sangrur
1998-09-15,Soybean,1.8777506420160401,992,234,1.8090302614474925,-1.6071609246364902,Sunny,Dibang Valley
